FISCAL_YR,Channel,total_net_sales,total_custs,FISCAL_QTR,FISCAL_MO,recency_net_sales_total,recency_cust_total,Recency,chan_rec_sales_pct,chan_rec_cust_pct,chan_rec_seg_sales,chan_rec__seg_custs,Customer_Type,Segment,chan_rec_sales,chan_rec__custs,sales_pct,cust_pct,d_p_cust
2018,R,46557260.6450495,271674,2,4,6174127.03077915,39745,2,0.132613623422787,0.14629666438452,293646.230168793,957,React__Omni,_Omni,6083282.06036979,38688,4.827102e-002,2.473635e-002,306.840365902605
2018,R,41059074.6706537,269321,2,5,5347380.47750505,38553,2,0.13023626373458,0.143148881817608,4949820.40509948,36264,React_1,1,5287803.36703883,37445,0.9360825,0.9684604,136.494054850526
2018,R,41059074.6706537,269321,2,5,5347380.47750505,38553,2,0.13023626373458,0.143148881817608,337982.961939353,1181,React__Omni,_Omni,5287803.36703883,37445,6.391746e-002,3.153959e-002,286.183710363551
2018,R,27508762.9410479,220127,2,6,3140564.34558187,29015,2,0.114165960581804,0.131810273160494,2966145.0945472,27645,React_1,1,3099368.8051969,28271,0.9570159,0.9778572,107.294089149836
2018,R,27508762.9410479,220127,2,6,3140564.34558187,29015,2,0.114165960581804,0.131810273160494,133223.710649692,626,React__Omni,_Omni,3099368.8051969,28271,4.298414e-002,2.214283e-002,212.817429152862
2018,R,26922721.7963525,198775,3,7,2962159.79268608,25507,2,0.110024529283937,0.128320965916237,2817481.90200164,24505,React_1,1,2944530.06268844,25018,0.9568528,0.9794948,114.975796857851
2018,R,26922721.7963525,198775,3,7,2962159.79268608,25507,2,0.110024529283937,0.128320965916237,127048.160686798,513,React__Omni,_Omni,2944530.06268844,25018,4.314718e-002,2.050524e-002,247.657233307599
2018,R,47006425.9501142,258105,3,8,5156517.86830397,34111,2,0.109698147946333,0.132159392495302,4788673.03658765,32106,React_1,1,5051385.81801964,32886,0.947992,0.9762817,149.151966504318
2018,R,47006425.9501142,258105,3,8,5156517.86830397,34111,2,0.109698147946333,0.132159392495302,262712.781431992,780,React__Omni,_Omni,5051385.81801964,32886,5.200806e-002,2.37183e-002,336.811258246143
2018,R,38078495.689839,211722,3,9,4555783.49627064,28002,2,0.119641897972517,0.132258338764984,4288287.57523001,26627,React_1,1,4480035.16597294,27185,0.9571995,0.9794739,161.050346461487
2018,R,38078495.689839,211722,3,9,4555783.49627064,28002,2,0.119641897972517,0.132258338764984,191747.590742931,558,React__Omni,_Omni,4480035.16597294,27185,4.280046e-002,2.052603e-002,343.633675166543
2018,R,38765703.2723884,246102,4,10,4353687.05514058,33517,2,0.112307702108466,0.136191497834231,4049538.72373303,31642,React_1,1,4289388.34538355,32516,0.944083,0.9731209,127.979859798149
2018,R,38765703.2723884,246102,4,10,4353687.05514058,33517,2,0.112307702108466,0.136191497834231,239849.621650528,874,React__Omni,_Omni,4289388.34538355,32516,5.591698e-002,2.687907e-002,274.427484726005
2018,R,40816612.682969,309523,4,11,5599750.49696818,50020,2,0.137192925352787,0.161603499578384,5310891.79471611,47735,React_1,1,5513248.0362063,48668,0.9632964,0.9808293,111.257814909733
2018,R,40816612.682969,309523,4,11,5599750.49696818,50020,2,0.137192925352787,0.161603499578384,202356.241490189,933,React__Omni,_Omni,5513248.0362063,48668,3.670364e-002,1.917071e-002,216.887718639002
2018,R,21565467.4703316,172552,4,12,2186216.46970663,20463,2,0.101375797798693,0.118590337985071,2077925.55919002,19598,React_1,1,2159639.68939352,19968,0.9621631,0.9814703,106.027429288194
2018,R,21565467.4703316,172552,4,12,2186216.46970663,20463,2,0.101375797798693,0.118590337985071,81714.1302035004,370,React__Omni,_Omni,2159639.68939352,19968,3.783693e-002,1.852965e-002,220.849000550001
